block,timestamp,amount0,amount1,sqrtPriceX96,pool_address,log_index,tx_hash,network,alchemy_createdAt,server_createdAt
22486139,1747283291,-85.206687,0.032934854495497892,1557263334585053979682119080434449,0x88e6A0c2dDD26FEEb64F039a2c41296FcB3f5640,397,0xfac2c92365bf282c819666024f69ec200f2f8a24e04ca89e40409cd158acf0f1,ETH_MAINNET,2025-05-15T04:28:16.043Z,2025-05-15T06:03:00.317497+00:00
22486139,1747283291,-25.000000,0.009663227033695739,1557263419913759974225167632037831,0x88e6A0c2dDD26FEEb64F039a2c41296FcB3f5640,431,0x94e62c76e49bbaf8f9594c7e5a6fe2685dba92a2ad09d1b03aeb9ae3239573eb,ETH_MAINNET,2025-05-15T04:28:16.043Z,2025-05-15T06:03:00.383610+00:00
22486139,1747283291,-85.206687,0.032934854495497892,1557263334585053979682119080434449,0x88e6A0c2dDD26FEEb64F039a2c41296FcB3f5640,397,0xfac2c92365bf282c819666024f69ec200f2f8a24e04ca89e40409cd158acf0f1,ETH_MAINNET,2025-05-15T04:28:16.043Z,2025-05-15T06:17:43.492369+00:00
22486139,1747283291,-25.000000,0.009663227033695739,1557263419913759974225167632037831,0x88e6A0c2dDD26FEEb64F039a2c41296FcB3f5640,431,0x94e62c76e49bbaf8f9594c7e5a6fe2685dba92a2ad09d1b03aeb9ae3239573eb,ETH_MAINNET,2025-05-15T04:28:16.043Z,2025-05-15T06:17:43.576065+00:00
