pool_address,token0_address,token0_decimals,token0_symbol,token1_address,token1_decimals,token1_symbol
0x88e6A0c2dDD26FEEb64F039a2c41296FcB3f5640,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6,USDC,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,WETH
